"Kod";"Nazwa";"Świadczenie wychowawcze";"Rok";"Wartosc";"Jednostka miary";"Atrybut";
0207042;"Marciszów (2)";"wydatki na świadczenia wychowawcze";"2019";3134922;"zł";"";
0208011;"Duszniki-Zdrój (1)";"przeciętna miesięczna liczba rodzin otrzymujących świadczenie wychowawcze w okresie od 1 stycznia 2019 do 30 czerwca 2019";"2019";184;"-";"";
0208011;"Duszniki-Zdrój (1)";"przeciętna miesięczna liczba dzieci, na które rodziny otrzymują świadczenie wychowawcze w okresie od 1 stycznia 2019 do 30 czerwca 2019";"2019";275;"-";"";
0208011;"Duszniki-Zdrój (1)";"przeciętna miesięczna liczba dzieci, na które rodziny otrzymują świadczenie wychowawcze w okresie od 1 lipca 2019 do 31 grudnia 2019";"2019";456;"-";"";
0208011;"Duszniki-Zdrój (1)";"wydatki na świadczenia wychowawcze";"2019";2435424;"zł";"";
0208021;"Kłodzko (1)";"przeciętna miesięczna liczba rodzin otrzymujących świadczenie wychowawcze w okresie od 1 stycznia 2019 do 30 czerwca 2019";"2019";1218;"-";"";
0208021;"Kłodzko (1)";"przeciętna miesięczna liczba dzieci, na które rodziny otrzymują świadczenie wychowawcze w okresie od 1 stycznia 2019 do 30 czerwca 2019";"2019";1768;"-";"";
0208021;"Kłodzko (1)";"przeciętna miesięczna liczba dzieci, na które rodziny otrzymują świadczenie wychowawcze w okresie od 1 lipca 2019 do 31 grudnia 2019";"2019";3270;"-";"";
0208021;"Kłodzko (1)";"wydatki na świadczenia wychowawcze";"2019";15763455;"zł";"";
0208031;"Kudowa-Zdrój (1)";"przeciętna miesięczna liczba rodzin otrzymujących świadczenie wychowawcze w okresie od 1 stycznia 2019 do 30 czerwca 2019";"2019";373;"-";"";
0208031;"Kudowa-Zdrój (1)";"przeciętna miesięczna liczba dzieci, na które rodziny otrzymują świadczenie wychowawcze w okresie od 1 stycznia 2019 do 30 czerwca 2019";"2019";561;"-";"";
0208031;"Kudowa-Zdrój (1)";"przeciętna miesięczna liczba dzieci, na które rodziny otrzymują świadczenie wychowawcze w okresie od 1 lipca 2019 do 31 grudnia 2019";"2019";762;"-";"";
0208031;"Kudowa-Zdrój (1)";"wydatki na świadczenia wychowawcze";"2019";5653048;"zł";"";
0208041;"Nowa Ruda (1)";"przeciętna miesięczna liczba rodzin otrzymujących świadczenie wychowawcze w okresie od 1 stycznia 2019 do 30 czerwca 2019";"2019";859;"-";"";
0208041;"Nowa Ruda (1)";"przeciętna miesięczna liczba dzieci, na które rodziny otrzymują świadczenie wychowawcze w okresie od 1 stycznia 2019 do 30 czerwca 2019";"2019";1304;"-";"";
0208041;"Nowa Ruda (1)";"przeciętna miesięczna liczba dzieci, na które rodziny otrzymują świadczenie wychowawcze w okresie od 1 lipca 2019 do 31 grudnia 2019";"2019";2284;"-";"";
0208041;"Nowa Ruda (1)";"wydatki na świadczenia wychowawcze";"2019";11733538;"zł";"";
0208051;"Polanica-Zdrój (1)";"przeciętna miesięczna liczba rodzin otrzymujących świadczenie wychowawcze w okresie od 1 stycznia 2019 do 30 czerwca 2019";"2019";255;"-";"";
0208051;"Polanica-Zdrój (1)";"przeciętna miesięczna liczba dzieci, na które rodziny otrzymują świadczenie wychowawcze w okresie od 1 stycznia 2019 do 30 czerwca 2019";"2019";365;"-";"";
0208051;"Polanica-Zdrój (1)";"przeciętna miesięczna liczba dzieci, na które rodziny otrzymują świadczenie wychowawcze w okresie od 1 lipca 2019 do 31 grudnia 2019";"2019";643;"-";"";
0208051;"Polanica-Zdrój (1)";"wydatki na świadczenia wychowawcze";"2019";3264254;"zł";"";
0208063;"Bystrzyca Kłodzka (3)";"przeciętna miesięczna liczba rodzin otrzymujących świadczenie wychowawcze w okresie od 1 stycznia 2019 do 30 czerwca 2019";"2019";900;"-";"";
0208063;"Bystrzyca Kłodzka (3)";"przeciętna miesięczna liczba dzieci, na które rodziny otrzymują świadczenie wychowawcze w okresie od 1 stycznia 2019 do 30 czerwca 2019";"2019";1390;"-";"";
0208063;"Bystrzyca Kłodzka (3)";"przeciętna miesięczna liczba dzieci, na które rodziny otrzymują świadczenie wychowawcze w okresie od 1 lipca 2019 do 31 grudnia 2019";"2019";2142;"-";"";
0208063;"Bystrzyca Kłodzka (3)";"wydatki na świadczenia wychowawcze";"2019";11873686;"zł";"";
0208072;"Kłodzko (2)";"przeciętna miesięczna liczba rodzin otrzymujących świadczenie wychowawcze w okresie od 1 stycznia 2019 do 30 czerwca 2019";"2019";964;"-";"";
0208072;"Kłodzko (2)";"przeciętna miesięczna liczba dzieci, na które rodziny otrzymują świadczenie wychowawcze w okresie od 1 stycznia 2019 do 30 czerwca 2019";"2019";1452;"-";"";
0208072;"Kłodzko (2)";"przeciętna miesięczna liczba dzieci, na które rodziny otrzymują świadczenie wychowawcze w okresie od 1 lipca 2019 do 31 grudnia 2019";"2019";2276;"-";"";
0208072;"Kłodzko (2)";"wydatki na świadczenia wychowawcze";"2019";12270421;"zł";"";
0208083;"Lądek-Zdrój (3)";"przeciętna miesięczna liczba rodzin otrzymujących świadczenie wychowawcze w okresie od 1 stycznia 2019 do 30 czerwca 2019";"2019";372;"-";"";
0208083;"Lądek-Zdrój (3)";"przeciętna miesięczna liczba dzieci, na które rodziny otrzymują świadczenie wychowawcze w okresie od 1 stycznia 2019 do 30 czerwca 2019";"2019";558;"-";"";
0208083;"Lądek-Zdrój (3)";"przeciętna miesięczna liczba dzieci, na które rodziny otrzymują świadczenie wychowawcze w okresie od 1 lipca 2019 do 31 grudnia 2019";"2019";909;"-";"";
0208083;"Lądek-Zdrój (3)";"wydatki na świadczenia wychowawcze";"2019";4503639;"zł";"";
0208092;"Lewin Kłodzki (2)";"przeciętna miesięczna liczba rodzin otrzymujących świadczenie wychowawcze w okresie od 1 stycznia 2019 do 30 czerwca 2019";"2019";89;"-";"";
0208092;"Lewin Kłodzki (2)";"przeciętna miesięczna liczba dzieci, na które rodziny otrzymują świadczenie wychowawcze w okresie od 1 stycznia 2019 do 30 czerwca 2019";"2019";140;"-";"";
0208092;"Lewin Kłodzki (2)";"przeciętna miesięczna liczba dzieci, na które rodziny otrzymują świadczenie wychowawcze w okresie od 1 lipca 2019 do 31 grudnia 2019";"2019";211;"-";"";
0208092;"Lewin Kłodzki (2)";"wydatki na świadczenia wychowawcze";"2019";1270537;"zł";"";
0208103;"Międzylesie (3)";"przeciętna miesięczna liczba rodzin otrzymujących świadczenie wychowawcze w okresie od 1 stycznia 2019 do 30 czerwca 2019";"2019";299;"-";"";
0208103;"Międzylesie (3)";"przeciętna miesięczna liczba dzieci, na które rodziny otrzymują świadczenie wychowawcze w okresie od 1 stycznia 2019 do 30 czerwca 2019";"2019";458;"-";"";
0208103;"Międzylesie (3)";"przeciętna miesięczna liczba dzieci, na które rodziny otrzymują świadczenie wychowawcze w okresie od 1 lipca 2019 do 31 grudnia 2019";"2019";631;"-";"";
0208103;"Międzylesie (3)";"wydatki na świadczenia wychowawcze";"2019";4442052;"zł";"";
0208112;"Nowa Ruda (2)";"przeciętna miesięczna liczba rodzin otrzymujących świadczenie wychowawcze w okresie od 1 stycznia 2019 do 30 czerwca 2019";"2019";547;"-";"";
0208112;"Nowa Ruda (2)";"przeciętna miesięczna liczba dzieci, na które rodziny otrzymują świadczenie wychowawcze w okresie od 1 stycznia 2019 do 30 czerwca 2019";"2019";838;"-";"";
0208112;"Nowa Ruda (2)";"przeciętna miesięczna liczba dzieci, na które rodziny otrzymują świadczenie wychowawcze w okresie od 1 lipca 2019 do 31 grudnia 2019";"2019";1330;"-";"";
0208112;"Nowa Ruda (2)";"wydatki na świadczenia wychowawcze";"2019";7183774;"zł";"";
0208123;"Radków (3)";"przeciętna miesięczna liczba rodzin otrzymujących świadczenie wychowawcze w okresie od 1 stycznia 2019 do 30 czerwca 2019";"2019";420;"-";"";
0208123;"Radków (3)";"przeciętna miesięczna liczba dzieci, na które rodziny otrzymują świadczenie wychowawcze w okresie od 1 stycznia 2019 do 30 czerwca 2019";"2019";679;"-";"";
0208123;"Radków (3)";"przeciętna miesięczna liczba dzieci, na które rodziny otrzymują świadczenie wychowawcze w okresie od 1 lipca 2019 do 31 grudnia 2019";"2019";1068;"-";"";
0208123;"Radków (3)";"wydatki na świadczenia wychowawcze";"2019";6013938;"zł";"";
0208133;"Stronie Śląskie (3)";"przeciętna miesięczna liczba rodzin otrzymujących świadczenie wychowawcze w okresie od 1 stycznia 2019 do 30 czerwca 2019";"2019";369;"-";"";
0208133;"Stronie Śląskie (3)";"przeciętna miesięczna liczba dzieci, na które rodziny otrzymują świadczenie wychowawcze w okresie od 1 stycznia 2019 do 30 czerwca 2019";"2019";563;"-";"";
0208133;"Stronie Śląskie (3)";"przeciętna miesięczna liczba dzieci, na które rodziny otrzymują świadczenie wychowawcze w okresie od 1 lipca 2019 do 31 grudnia 2019";"2019";889;"-";"";
0208133;"Stronie Śląskie (3)";"wydatki na świadczenia wychowawcze";"2019";4403045;"zł";"";
0208143;"Szczytna (3)";"przeciętna miesięczna liczba rodzin otrzymujących świadczenie wychowawcze w okresie od 1 stycznia 2019 do 30 czerwca 2019";"2019";359;"-";"";
0208143;"Szczytna (3)";"przeciętna miesięczna liczba dzieci, na które rodziny otrzymują świadczenie wychowawcze w okresie od 1 stycznia 2019 do 30 czerwca 2019";"2019";548;"-";"";
0208143;"Szczytna (3)";"przeciętna miesięczna liczba dzieci, na które rodziny otrzymują świadczenie wychowawcze w okresie od 1 lipca 2019 do 31 grudnia 2019";"2019";875;"-";"";
0208143;"Szczytna (3)";"wydatki na świadczenia wychowawcze";"2019";4610435;"zł";"";
0209011;"Chojnów (1)";"przeciętna miesięczna liczba rodzin otrzymujących świadczenie wychowawcze w okresie od 1 stycznia 2019 do 30 czerwca 2019";"2019";726;"-";"";
0209011;"Chojnów (1)";"przeciętna miesięczna liczba dzieci, na które rodziny otrzymują świadczenie wychowawcze w okresie od 1 stycznia 2019 do 30 czerwca 2019";"2019";1052;"-";"";
0209011;"Chojnów (1)";"przeciętna miesięczna liczba dzieci, na które rodziny otrzymują świadczenie wychowawcze w okresie od 1 lipca 2019 do 31 grudnia 2019";"2019";1772;"-";"";
0209011;"Chojnów (1)";"wydatki na świadczenia wychowawcze";"2019";8910247;"zł";"";
0209022;"Chojnów (2)";"przeciętna miesięczna liczba rodzin otrzymujących świadczenie wychowawcze w okresie od 1 stycznia 2019 do 30 czerwca 2019";"2019";617;"-";"";
0209022;"Chojnów (2)";"przeciętna miesięczna liczba dzieci, na które rodziny otrzymują świadczenie wychowawcze w okresie od 1 stycznia 2019 do 30 czerwca 2019";"2019";947;"-";"";
0209022;"Chojnów (2)";"przeciętna miesięczna liczba dzieci, na które rodziny otrzymują świadczenie wychowawcze w okresie od 1 lipca 2019 do 31 grudnia 2019";"2019";1554;"-";"";
0209022;"Chojnów (2)";"wydatki na świadczenia wychowawcze";"2019";7691366;"zł";"";
0209032;"Krotoszyce (2)";"przeciętna miesięczna liczba rodzin otrzymujących świadczenie wychowawcze w okresie od 1 stycznia 2019 do 30 czerwca 2019";"2019";209;"-";"";
0209032;"Krotoszyce (2)";"przeciętna miesięczna liczba dzieci, na które rodziny otrzymują świadczenie wychowawcze w okresie od 1 stycznia 2019 do 30 czerwca 2019";"2019";301;"-";"";
0209032;"Krotoszyce (2)";"przeciętna miesięczna liczba dzieci, na które rodziny otrzymują świadczenie wychowawcze w okresie od 1 lipca 2019 do 31 grudnia 2019";"2019";534;"-";"";
0209032;"Krotoszyce (2)";"wydatki na świadczenia wychowawcze";"2019";2566846;"zł";"";
0209042;"Kunice (2)";"przeciętna miesięczna liczba rodzin otrzymujących świadczenie wychowawcze w okresie od 1 stycznia 2019 do 30 czerwca 2019";"2019";492;"-";"";
0209042;"Kunice (2)";"przeciętna miesięczna liczba dzieci, na które rodziny otrzymują świadczenie wychowawcze w okresie od 1 stycznia 2019 do 30 czerwca 2019";"2019";716;"-";"";
0209042;"Kunice (2)";"przeciętna miesięczna liczba dzieci, na które rodziny otrzymują świadczenie wychowawcze w okresie od 1 lipca 2019 do 31 grudnia 2019";"2019";1333;"-";"";
0209042;"Kunice (2)";"wydatki na świadczenia wychowawcze";"2019";6368610;"zł";"";
0209052;"Legnickie Pole (2)";"przeciętna miesięczna liczba rodzin otrzymujących świadczenie wychowawcze w okresie od 1 stycznia 2019 do 30 czerwca 2019";"2019";307;"-";"";
0209052;"Legnickie Pole (2)";"przeciętna miesięczna liczba dzieci, na które rodziny otrzymują świadczenie wychowawcze w okresie od 1 stycznia 2019 do 30 czerwca 2019";"2019";447;"-";"";
0209052;"Legnickie Pole (2)";"przeciętna miesięczna liczba dzieci, na które rodziny otrzymują świadczenie wychowawcze w okresie od 1 lipca 2019 do 31 grudnia 2019";"2019";836;"-";"";
0209052;"Legnickie Pole (2)";"wydatki na świadczenia wychowawcze";"2019";3952611;"zł";"";
0209062;"Miłkowice (2)";"przeciętna miesięczna liczba rodzin otrzymujących świadczenie wychowawcze w okresie od 1 stycznia 2019 do 30 czerwca 2019";"2019";427;"-";"";
0209062;"Miłkowice (2)";"przeciętna miesięczna liczba dzieci, na które rodziny otrzymują świadczenie wychowawcze w okresie od 1 stycznia 2019 do 30 czerwca 2019";"2019";637;"-";"";
0209062;"Miłkowice (2)";"przeciętna miesięczna liczba dzieci, na które rodziny otrzymują świadczenie wychowawcze w okresie od 1 lipca 2019 do 31 grudnia 2019";"2019";1191;"-";"";
0209062;"Miłkowice (2)";"wydatki na świadczenia wychowawcze";"2019";5589628;"zł";"";
0209073;"Prochowice (3)";"przeciętna miesięczna liczba rodzin otrzymujących świadczenie wychowawcze w okresie od 1 stycznia 2019 do 30 czerwca 2019";"2019";496;"-";"";
0209073;"Prochowice (3)";"przeciętna miesięczna liczba dzieci, na które rodziny otrzymują świadczenie wychowawcze w okresie od 1 stycznia 2019 do 30 czerwca 2019";"2019";720;"-";"";
0209073;"Prochowice (3)";"przeciętna miesięczna liczba dzieci, na które rodziny otrzymują świadczenie wychowawcze w okresie od 1 lipca 2019 do 31 grudnia 2019";"2019";1229;"-";"";
0209073;"Prochowice (3)";"wydatki na świadczenia wychowawcze";"2019";5917563;"zł";"";
0209082;"Ruja (2)";"przeciętna miesięczna liczba rodzin otrzymujących świadczenie wychowawcze w okresie od 1 stycznia 2019 do 30 czerwca 2019";"2019";153;"-";"";
0209082;"Ruja (2)";"przeciętna miesięczna liczba dzieci, na które rodziny otrzymują świadczenie wychowawcze w okresie od 1 stycznia 2019 do 30 czerwca 2019";"2019";258;"-";"";
0209082;"Ruja (2)";"przeciętna miesięczna liczba dzieci, na które rodziny otrzymują świadczenie wychowawcze w okresie od 1 lipca 2019 do 31 grudnia 2019";"2019";422;"-";"";
0209082;"Ruja (2)";"wydatki na świadczenia wychowawcze";"2019";2140506;"zł";"";
0210011;"Lubań (1)";"przeciętna miesięczna liczba rodzin otrzymujących świadczenie wychowawcze w okresie od 1 stycznia 2019 do 30 czerwca 2019";"2019";837;"-";"";
0210011;"Lubań (1)";"przeciętna miesięczna liczba dzieci, na które rodziny otrzymują świadczenie wychowawcze w okresie od 1 stycznia 2019 do 30 czerwca 2019";"2019";1187;"-";"";
0210011;"Lubań (1)";"przeciętna miesięczna liczba dzieci, na które rodziny otrzymują świadczenie wychowawcze w okresie od 1 lipca 2019 do 31 grudnia 2019";"2019";2222;"-";"";
0210011;"Lubań (1)";"wydatki na świadczenia wychowawcze";"2019";11302725;"zł";"";
0210021;"Świeradów-Zdrój (1)";"przeciętna miesięczna liczba rodzin otrzymujących świadczenie wychowawcze w okresie od 1 stycznia 2019 do 30 czerwca 2019";"2019";196;"-";"";
0210021;"Świeradów-Zdrój (1)";"przeciętna miesięczna liczba dzieci, na które rodziny otrzymują świadczenie wychowawcze w okresie od 1 stycznia 2019 do 30 czerwca 2019";"2019";300;"-";"";
0210021;"Świeradów-Zdrój (1)";"przeciętna miesięczna liczba dzieci, na które rodziny otrzymują świadczenie wychowawcze w okresie od 1 lipca 2019 do 31 grudnia 2019";"2019";458;"-";"";
0210021;"Świeradów-Zdrój (1)";"wydatki na świadczenia wychowawcze";"2019";2380758;"zł";"";
0210033;"Leśna (3)";"przeciętna miesięczna liczba rodzin otrzymujących świadczenie wychowawcze w okresie od 1 stycznia 2019 do 30 czerwca 2019";"2019";509;"-";"";
0210033;"Leśna (3)";"przeciętna miesięczna liczba dzieci, na które rodziny otrzymują świadczenie wychowawcze w okresie od 1 stycznia 2019 do 30 czerwca 2019";"2019";813;"-";"";
0210033;"Leśna (3)";"przeciętna miesięczna liczba dzieci, na które rodziny otrzymują świadczenie wychowawcze w okresie od 1 lipca 2019 do 31 grudnia 2019";"2019";1192;"-";"";
0210033;"Leśna (3)";"wydatki na świadczenia wychowawcze";"2019";6369578;"zł";"";
0210042;"Lubań (2)";"przeciętna miesięczna liczba rodzin otrzymujących świadczenie wychowawcze w okresie od 1 stycznia 2019 do 30 czerwca 2019";"2019";376;"-";"";
0210042;"Lubań (2)";"przeciętna miesięczna liczba dzieci, na które rodziny otrzymują świadczenie wychowawcze w okresie od 1 stycznia 2019 do 30 czerwca 2019";"2019";582;"-";"";
0210042;"Lubań (2)";"przeciętna miesięczna liczba dzieci, na które rodziny otrzymują świadczenie wychowawcze w okresie od 1 lipca 2019 do 31 grudnia 2019";"2019";910;"-";"";
0210042;"Lubań (2)";"wydatki na świadczenia wychowawcze";"2019";4858664;"zł";"";
0210053;"Olszyna (3)";"przeciętna miesięczna liczba rodzin otrzymujących świadczenie wychowawcze w okresie od 1 stycznia 2019 do 30 czerwca 2019";"2019";323;"-";"";
0210053;"Olszyna (3)";"przeciętna miesięczna liczba dzieci, na które rodziny otrzymują świadczenie wychowawcze w okresie od 1 stycznia 2019 do 30 czerwca 2019";"2019";486;"-";"";
0210053;"Olszyna (3)";"przeciętna miesięczna liczba dzieci, na które rodziny otrzymują świadczenie wychowawcze w okresie od 1 lipca 2019 do 31 grudnia 2019";"2019";795;"-";"";
0210053;"Olszyna (3)";"wydatki na świadczenia wychowawcze";"2019";4103732;"zł";"";
0210062;"Platerówka (2)";"przeciętna miesięczna liczba rodzin otrzymujących świadczenie wychowawcze w okresie od 1 stycznia 2019 do 30 czerwca 2019";"2019";69;"-";"";
0210062;"Platerówka (2)";"przeciętna miesięczna liczba dzieci, na które rodziny otrzymują świadczenie wychowawcze w okresie od 1 stycznia 2019 do 30 czerwca 2019";"2019";114;"-";"";
0210062;"Platerówka (2)";"przeciętna miesięczna liczba dzieci, na które rodziny otrzymują świadczenie wychowawcze w okresie od 1 lipca 2019 do 31 grudnia 2019";"2019";197;"-";"";
0210062;"Platerówka (2)";"wydatki na świadczenia wychowawcze";"2019";976386;"zł";"";
0210072;"Siekierczyn (2)";"przeciętna miesięczna liczba rodzin otrzymujących świadczenie wychowawcze w okresie od 1 stycznia 2019 do 30 czerwca 2019";"2019";228;"-";"";
0210072;"Siekierczyn (2)";"przeciętna miesięczna liczba dzieci, na które rodziny otrzymują świadczenie wychowawcze w okresie od 1 stycznia 2019 do 30 czerwca 2019";"2019";345;"-";"";
0210072;"Siekierczyn (2)";"przeciętna miesięczna liczba dzieci, na które rodziny otrzymują świadczenie wychowawcze w okresie od 1 lipca 2019 do 31 grudnia 2019";"2019";577;"-";"";
0210072;"Siekierczyn (2)";"wydatki na świadczenia wychowawcze";"2019";2978690;"zł";"";
